OBJECTID,POINT_X,POINT_Y
2375,-87.6713,41.87162
2376,-87.7471,41.95352
2377,-87.6536,41.9473
2378,-87.6622,41.8765
2379,-87.6541,41.76877
2380,-87.7959,41.94551
2381,-87.694,41.80835
2382,-87.7174,41.8444
2383,-87.6616,41.87427
2384,-87.5874,41.79926
2385,-87.7064,41.88102
2386,-87.7081,41.96126
2387,-87.6409,41.82359
2388,-87.7888,41.95297
2389,-87.5594,41.70285
2390,-87.6873,41.89581
2391,-87.7012,41.88652
2392,-87.75,41.88055
2393,-87.5804,41.73706
2394,-87.7123,41.91015
2395,-87.6935,41.78648
2396,-87.725,41.86625
2397,-87.6611,41.99825
2398,-87.6191,41.7365
2399,-87.6148,41.75119
2400,-87.6764,41.8814
2401,-87.7166,41.91006
2402,-87.6399,41.94018
2403,-87.6662,41.86695
2404,-87.5906,41.72233
2405,-87.6175,41.73652
2406,-87.7472,42.04083
2407,-87.6779,42.00896
2408,-87.831,41.93774
2409,-87.7646,41.95326
2410,-87.5825,41.72608
2411,-87.6759,42.009
2412,-87.7349,41.77858
2413,-87.7408,41.97544
2414,-87.7491,41.90969
2415,-87.6612,41.67763
2416,-87.7059,41.79353
2417,-87.7663,41.92409
2418,-87.7267,41.90999
2419,-87.6688,41.93982
2420,-87.7855,41.92345
2421,-87.6321,41.85264
2422,-87.7218,41.74934
2423,-87.668,41.97353
2424,-87.5595,41.70312
2425,-87.7022,41.73893
2426,-87.667,41.8851
2427,-87.7478,41.79788
2428,-87.6387,41.9109
2429,-87.6339,41.88333
2430,-87.606,41.77687
2431,-87.6663,41.85759
2432,-87.6238,41.84938
2433,-87.6052,41.76573
2434,-87.6552,41.98348
2435,-87.7925,41.97789
2436,-87.667,41.89118
2437,-87.67,41.99468
2438,-87.6245,41.8968
2439,-87.6654,41.83057
2440,-87.6154,41.89195
2441,-87.7196,41.84437
2442,-87.7864,41.95299
2443,-87.7758,41.93123
2444,-87.6504,41.96919
2445,-87.6691,41.93975
2446,-87.6814,41.70645
2447,-87.6467,41.67782
2448,-87.6929,41.76461
2449,-87.5585,41.73735
2450,-87.6192,41.83115
2451,-87.7194,41.83702
2452,-87.6841,41.82308
2453,-87.633,41.91103
2454,-87.6209,41.69103
2455,-87.6973,41.92498
2456,-87.7043,41.82275
2457,-87.6872,41.9141
2458,-87.7262,41.90288
2459,-87.7052,41.85193
2460,-87.6613,41.85524
2461,-87.7645,41.86716
2462,-87.7271,41.85163
2463,-87.7247,41.99026
2464,-87.6216,41.76928
2465,-87.6489,41.7597
2466,-87.7077,41.76437
2467,-87.6759,41.87154
2468,-87.6266,41.8933
2469,-87.6642,41.78682
2470,-87.7105,41.85913
2471,-87.714,41.73508
2472,-87.6052,41.73671
2473,-87.7315,41.92453
2474,-87.6388,41.85286
2475,-87.5967,41.78422
2476,-87.7863,41.93838
2477,-87.6322,41.75616
2478,-87.6308,41.80896
2479,-87.6351,41.74699
2480,-87.7293,41.83674
2481,-87.6838,41.95398
2482,-87.6106,41.76573
2483,-87.7211,41.7168
2484,-87.7079,41.95403
2485,-87.7119,41.93172
2486,-87.6953,41.84474
2487,-87.6158,41.78367
2488,-87.6491,41.93831
2489,-87.6262,41.8167
2490,-87.7013,41.70261
2491,-87.7022,41.73719
2492,-87.6407,41.8496
2493,-87.7118,41.82254
2494,-87.5354,41.72143
2495,-87.708,41.92953
2496,-87.6205,41.71645
2497,-87.6207,41.67999
2498,-87.6253,41.77109
2499,-87.6263,41.9105
2500,-87.6775,41.9083
2542,-87.7394,41.93157
2501,-87.6516,41.9748
2502,-87.7718,41.78528
2503,-87.7023,41.74441
2504,-87.6897,41.9887
2505,-87.7206,41.78593
2506,-87.6239,41.78368
2507,-87.6375,41.6851
2508,-87.6402,41.78705
2509,-87.6673,41.80123
2510,-87.5908,41.72219
2511,-87.7111,41.88737
2512,-87.6424,41.69766
2513,-87.6445,41.77049
2514,-87.7318,41.73452
2515,-87.632,41.78378
2516,-87.6299,41.76742
2517,-87.696,41.6917
2518,-87.6312,41.72174
2519,-87.7959,41.77749
2520,-87.7339,41.75434
2521,-87.6588,41.67763
2522,-87.7577,41.8517
2523,-87.7255,42.0647
2524,-87.7238,41.73493
2525,-87.7237,41.89535
2526,-87.7408,41.9534
2527,-87.5402,41.67271
2528,-87.674,41.87744
2529,-87.7682,41.90205
2530,-87.616,41.80236
2531,-87.7027,41.76455
2532,-87.6645,41.7976
2533,-87.569,41.73708
2534,-87.7355,41.87376
2535,-87.669,41.87752
2536,-87.6531,41.91077
2537,-87.791,41.95277
2538,-87.686,41.87749
2539,-87.701,41.87369
2540,-87.6692,41.79354
2541,-87.7317,41.93893
2543,-87.684,41.93211
2544,-87.6973,41.91743
2545,-87.677,41.89076
2546,-87.7426,41.9899
2547,-87.6366,41.9039
2548,-87.7302,41.78592
2549,-87.7908,41.77394
2550,-87.6452,41.68512
2551,-87.6908,41.9541
2552,-87.6986,41.8811
2553,-87.5783,41.75162
2554,-87.7017,41.73537
2555,-87.5929,41.78061
2556,-87.7525,41.90965
2557,-87.6497,41.85811
2558,-87.7836,41.7777
2559,-87.6726,41.91791
2560,-87.7595,41.95337
2561,-87.6601,41.72135
2562,-87.7562,41.99243
2563,-87.6057,41.76622
2564,-87.7235,41.80429
2565,-87.6065,41.80234
2566,-87.7053,41.85162
2567,-87.6447,41.81878
2568,-87.7243,41.829
2569,-87.6647,42.01482
2570,-87.6166,41.80559
2571,-87.7278,41.95719
2572,-87.7203,41.80429
2573,-87.6975,41.92459
2574,-87.7646,41.99546
2575,-87.7141,41.99048
2576,-87.6713,41.85035
2577,-87.617,41.8226
2578,-87.6766,41.87514
2579,-87.5762,41.75863
2832,-87.7513,41.92409
2833,-87.6953,41.84463
2834,-87.6262,41.83095
2835,-87.6345,41.75071
2836,-87.6478,41.89112
2837,-87.6673,41.89987
2838,-87.6954,41.8521
2839,-87.637,41.92008
2840,-87.5876,41.79532
2841,-87.6046,41.82308
2842,-87.6577,41.84166
2843,-87.6757,41.84883
2844,-87.6362,41.92548
2845,-87.7552,41.88058
2846,-87.5865,41.77707
2847,-87.6394,41.93676
2848,-87.6168,41.82042
2849,-87.6705,41.70662
2850,-87.6063,41.70751
2851,-87.6432,41.70698
2852,-87.6568,41.87658
2853,-87.6179,41.84578
2854,-87.6931,41.95411
2855,-87.7388,41.7493
2856,-87.6275,41.69248
2857,-87.6984,41.77896
2858,-87.7463,41.91686
2859,-87.6938,41.80822
2860,-87.6152,41.75105
2861,-87.6164,41.81655
2862,-87.7315,41.90971
2863,-87.5989,41.81689
2864,-87.7381,41.95344
2865,-87.7033,41.77889
2866,-87.6967,41.90286
2867,-87.6901,41.99765
2868,-87.7347,41.85125
2869,-87.6207,41.72168
2870,-87.6423,41.68501
2871,-87.6301,41.76901
2872,-87.6844,41.80108
2873,-87.6233,41.84589
2874,-87.7248,41.85516
2875,-87.7278,41.96479
2876,-87.6151,41.76194
2877,-87.668,41.92531
2878,-87.637,41.76901
2879,-87.6355,41.89166
2880,-87.6822,41.8959
2881,-87.6394,41.93788
2882,-87.6068,41.82136
2883,-87.6537,41.75076
2884,-87.6654,41.83039
2885,-87.7472,41.95316
2886,-87.8416,41.98095
2887,-87.6955,41.852
2888,-87.6507,41.95468
2889,-87.6639,41.95731
2890,-87.7463,41.92842
2891,-87.6784,41.87124
2892,-87.7746,41.88035
2893,-87.6241,41.87554
2894,-87.6736,41.94682
2895,-87.7819,41.98279
2896,-87.7755,41.92076
2897,-87.7817,41.79216
2898,-87.5483,41.75208
2899,-87.6225,41.86041
2900,-87.8071,41.9823
2901,-87.6875,41.91767
2902,-87.6448,41.7832
2903,-87.6176,41.83854
2904,-87.6263,41.82361
2905,-87.6149,41.75131
2906,-87.7226,41.77853
2907,-87.6488,41.94022
2908,-87.7862,41.94558
2909,-87.5756,41.73696
2910,-87.7554,41.89116
2911,-87.6957,41.86113
2912,-87.7427,41.79847
2913,-87.7675,41.97015
2914,-87.6169,41.83147
2915,-87.6545,41.95465
2916,-87.7115,41.89906
2917,-87.5664,41.73725
2918,-87.7464,41.93161
2919,-87.666,41.85807
2920,-87.6989,41.9686
2921,-87.7084,41.97583
2922,-87.7043,41.80819
2923,-87.6767,41.89092
2924,-87.7052,41.84457
2925,-87.7956,41.93824
2926,-87.7042,42.01205
2927,-87.5869,41.78619
2928,-87.7711,41.92398
2929,-87.7111,41.87735
2930,-87.6434,41.72136
2931,-87.7564,41.93865
2932,-87.6882,41.95392
2933,-87.6297,41.76714
2934,-87.6338,41.75287
2935,-87.6301,41.77469
2936,-87.6317,41.83648
2937,-87.6242,41.86388
2938,-87.7607,41.96772
2939,-87.6321,41.80161
2940,-87.6331,41.69242
2941,-87.7112,41.97566
2942,-87.7396,41.93883
2943,-87.7861,41.77386
2944,-87.6795,41.8907
2945,-87.8264,41.93769
2946,-87.6761,41.73547
2947,-87.6679,42.0078
2948,-87.7614,41.87651
2949,-87.8191,41.99685
2950,-87.5989,41.70749
2951,-87.7982,41.77382
2952,-87.6302,41.7853
2953,-87.6302,41.78298
2954,-87.7263,41.91162
2955,-87.6204,41.86936
2956,-87.7741,41.86917
2957,-87.5914,41.78442
2958,-87.8065,41.93249
2959,-87.6727,41.73738
3002,-87.7735,41.85092
2960,-87.595,41.72579
2961,-87.6681,41.91602
2962,-87.7153,41.94646
2963,-87.7032,41.95385
2964,-87.7605,41.89484
2965,-87.6469,41.67767
2966,-87.682,41.90303
2967,-87.6205,41.78006
2968,-87.7771,41.96029
2969,-87.6554,41.80866
2970,-87.7264,41.90259
2971,-87.7107,41.88084
2972,-87.7613,41.77799
2973,-87.6314,41.89653
2974,-87.6176,41.83102
2975,-87.6317,41.75806
2976,-87.6567,41.86931
2977,-87.7119,41.92479
2978,-87.719,41.95388
2979,-87.7523,41.9607
2980,-87.6255,41.76884
2981,-87.6621,41.95445
2982,-87.7239,41.80795
2983,-87.6248,41.73641
2984,-87.6612,42.00563
2985,-87.6817,42.00889
2986,-87.6176,41.84187
2987,-87.5661,41.73735
2988,-87.705,41.82844
2989,-87.6244,41.87456
2990,-87.7771,41.96043
2991,-87.7878,41.98444
2992,-87.6738,41.75952
2993,-87.6263,41.81283
2994,-87.5402,41.68835
2995,-87.6463,41.8399
2996,-87.5459,41.64838
2997,-87.7659,41.99741
2998,-87.7722,41.7941
2999,-87.7251,41.86049
3000,-87.6811,41.79391
3001,-87.7982,41.85056
3003,-87.6701,41.91068
3004,-87.7066,42.01196
3005,-87.8074,41.96137
3006,-87.7744,41.8711
3007,-87.7119,41.91342
3008,-87.8375,41.95222
3009,-87.6768,41.88685
3010,-87.767,41.97461
3011,-87.8047,41.9958
3012,-87.6439,41.74159
3013,-87.6595,41.84082
3014,-87.6925,41.82139
3015,-87.7017,41.7154
3016,-87.8089,41.9379
3017,-87.6612,41.68476
3018,-87.6445,41.9423
3082,-87.6795,41.96884
3083,-87.676,41.96872
3084,-87.6889,41.96295
3085,-87.6885,41.95015
3086,-87.6883,41.96126
3087,-87.6792,41.96153
3088,-87.6738,41.7737
3089,-87.5941,41.78611
3090,-87.6137,41.7218
3091,-87.6089,41.72107
3092,-87.6873,42.03594
3093,-87.6881,42.03948
3094,-87.6852,42.02545
3095,-87.5604,41.73324
3096,-87.6046,41.72429
3097,-87.6808,41.91262
3098,-87.6776,41.9148
3099,-87.8355,41.93727
3100,-87.6416,41.84362
3101,-87.7026,41.8152
3102,-87.6735,41.76124
3103,-87.6352,41.91671
3104,-87.527,41.69914
3105,-87.7215,41.72234
3106,-87.6887,41.95595
3107,-87.5764,41.76425
3108,-87.6142,41.7235
3109,-87.5445,41.7358
3110,-87.7999,41.97964
3111,-87.6617,41.69456
3112,-87.7752,41.89371
3113,-87.5588,41.76216
3114,-87.7419,41.75895
3115,-87.804,41.90903
3116,-87.6995,42.02752
3117,-87.7185,41.80547
3118,-87.6777,41.95247
3119,-87.8053,41.89237
3120,-87.7062,41.81299
3121,-87.7422,41.77132
3122,-87.7759,41.97246
3123,-87.8268,42.00773
3124,-87.7497,42.03723
3125,-87.6459,41.81758
3126,-87.6666,41.68679
3127,-87.6066,41.80785
3128,-87.7117,42.0047
3129,-87.71,41.9394
3130,-87.7147,41.91011
3131,-87.6206,41.72005
3132,-87.5969,41.65503
3133,-87.7044,41.9887
3134,-87.7093,42.00737
3135,-87.6207,41.70361
3136,-87.6208,41.68402
3137,-87.5391,41.66789
3138,-87.7474,41.95164
3139,-87.6869,41.8938
3140,-87.7849,41.90193
3141,-87.5499,41.72991
3142,-87.5538,41.72875
3143,-87.7754,41.91116
3019,-87.7877,41.99035
3020,-87.754,41.99143
3021,-87.7271,41.93375
3022,-87.6947,41.81982
3023,-87.8046,41.98067
3024,-87.7484,41.99308
3025,-87.8009,41.77498
3026,-87.7759,41.92573
3027,-87.5481,41.75004
3028,-87.6686,41.85119
3029,-87.747,42.04774
3030,-87.6746,41.7991
3031,-87.7648,41.87841
3032,-87.6498,41.95586
3033,-87.6547,41.95934
3034,-87.6867,42.03287
3035,-87.5271,41.69369
3036,-87.5877,41.75285
3037,-87.6066,41.8042
3038,-87.6549,41.79339
3039,-87.7756,41.90736
3040,-87.8134,42.00089
3041,-87.6257,41.74559
3042,-87.7421,41.76445
3043,-87.6524,41.84425
3044,-87.6994,42.03024
3045,-87.8416,41.97932
3046,-87.7106,41.8646
3047,-87.5839,41.7935
3048,-87.7655,41.89675
3049,-87.6204,41.89513
3050,-87.6769,41.89218
3051,-87.7148,41.84794
3052,-87.7266,41.90817
3053,-87.6665,41.68662
3054,-87.7772,41.96405
3055,-87.6913,41.91908
3056,-87.7556,41.89308
3057,-87.6156,41.78223
3058,-87.7274,41.95191
3059,-87.7841,41.90376
3060,-87.6784,41.93785
3061,-87.6932,41.86099
3062,-87.6543,41.77592
3063,-87.7279,41.95987
3064,-87.5354,41.70285
3065,-87.669,41.86669
3066,-87.64,41.89143
3067,-87.7077,42.06425
3068,-87.5973,41.72205
3069,-87.6956,41.85918
3070,-87.7087,41.88089
3071,-87.6513,41.89627
3072,-87.6924,42.02654
3073,-87.6503,41.70679
3074,-87.6976,41.74976
3075,-87.6855,41.74998
3076,-87.5835,41.79167
3077,-87.8392,41.96644
3078,-87.6695,41.87637
3079,-87.6819,41.8813
3080,-87.6842,41.88126
3081,-87.6765,41.96887
2706,-87.6947,41.99038
2707,-87.7271,41.93164
2708,-87.7218,41.7419
2709,-87.7433,41.80799
2710,-87.6248,41.76525
2711,-87.6936,41.78996
2712,-87.6552,41.98543
2713,-87.7383,41.96088
2714,-87.7818,41.96034
2715,-87.673,41.7503
2716,-87.6554,41.79422
2717,-87.7024,41.93208
2718,-87.655,41.97144
2719,-87.6687,41.92112
2720,-87.6276,41.75107
2721,-87.7119,41.91021
2722,-87.6239,41.85251
2723,-87.6059,41.77505
2724,-87.7041,41.81432
2725,-87.648,41.90371
2726,-87.7577,41.97526
2727,-87.7555,41.90961
2728,-87.6972,41.90299
2729,-87.689,41.80111
2730,-87.7129,41.8664
2731,-87.5848,41.72608
2732,-87.662,41.70676
2733,-87.7073,41.99051
2734,-87.6481,41.95465
2735,-87.6364,41.91844
2736,-87.6736,41.95431
2737,-87.6302,41.78735
2738,-87.7158,41.86637
2739,-87.6784,41.94693
2740,-87.6677,41.90351
2741,-87.6453,41.9542
2742,-87.7877,41.9763
2743,-87.6253,41.90565
2744,-87.8071,41.98079
2745,-87.7879,41.97645
2746,-87.7247,41.84593
2747,-87.7037,41.79706
2748,-87.6496,41.94714
2749,-87.6743,41.79035
2750,-87.6657,41.83063
2751,-87.6765,41.8716
2752,-87.6546,41.9543
2753,-87.7112,41.8847
2754,-87.7143,41.80804
2755,-87.7697,41.9758
2756,-87.617,41.82006
2757,-87.6954,41.84799
2758,-87.6555,41.99217
2759,-87.6244,41.87843
2760,-87.6391,41.91844
2761,-87.7225,41.7642
2762,-87.643,41.71071
2763,-87.7463,41.90932
2764,-87.7229,41.77878
2765,-87.6437,41.73557
2766,-87.6999,42.00492
2767,-87.6933,41.77192
2768,-87.6966,41.89583
2769,-87.7721,41.79236
2770,-87.6264,41.8382
2771,-87.6666,41.86899
2772,-87.6342,41.89172
2773,-87.6424,41.94662
2774,-87.6603,41.98371
2775,-87.6866,41.88219
2776,-87.6146,41.73634
2777,-87.6868,41.89079
2778,-87.7119,41.9065
2779,-87.7066,41.89537
2780,-87.5857,41.73708
2781,-87.6689,41.98358
2782,-87.624,41.85765
2783,-87.8064,41.98087
2784,-87.6165,41.82377
2785,-87.7765,41.77771
2786,-87.6719,41.88133
2787,-87.6221,41.89095
2788,-87.731,41.90252
2789,-87.6734,41.94685
2790,-87.6102,41.75116
2791,-87.6638,41.77941
2792,-87.7565,41.93135
2793,-87.682,42.00892
2794,-87.6864,41.87382
2795,-87.6656,41.99807
2796,-87.7653,41.89493
2797,-87.6844,42.01955
2798,-87.7053,41.85914
2799,-87.7167,41.91734
2800,-87.7314,41.74945
2801,-87.6394,41.87936
2802,-87.7187,41.99031
2803,-87.7026,41.89567
2804,-87.7547,41.87302
2805,-87.6862,41.8521
2806,-87.6803,42.0195
2807,-87.6701,41.82328
2808,-87.6601,41.79415
2809,-87.6501,41.96544
2810,-87.7506,41.90225
2811,-87.6697,41.8012
2812,-87.7655,41.89479
2813,-87.649,41.91084
2814,-87.6948,41.82271
2815,-87.6002,41.7514
2816,-87.6599,41.96909
2817,-87.7104,41.69148
2818,-87.6835,41.80118
2819,-87.7514,41.93156
2820,-87.7028,41.89686
2821,-87.8008,41.93089
2822,-87.7283,41.98305
2823,-87.6879,41.93964
2824,-87.6173,41.84766
2825,-87.7091,41.94667
2826,-87.7296,41.961
2827,-87.674,41.7867
2828,-87.7451,41.88061
2829,-87.6636,41.93256
2830,-87.6793,41.97592
2831,-87.6269,41.84945
3519,-87.7032,41.78604
3520,-87.6298,41.83119
3521,-87.6629,41.73564
3522,-87.6689,41.95055
3523,-87.6759,41.85756
3524,-87.5514,41.73728
3525,-87.679,41.96501
3526,-87.7553,41.8871
3527,-87.6313,41.81934
3528,-87.6061,41.79163
3529,-87.5861,41.77357
3530,-87.7234,41.80776
3531,-87.6239,41.8605
3532,-87.6655,41.8344
3533,-87.7124,41.93917
3534,-87.645,41.78315
3535,-87.6676,41.96872
3536,-87.6313,41.89679
3537,-87.624,41.86398
3538,-87.6952,41.84636
3539,-87.6413,41.83092
3540,-87.7259,41.88529
3541,-87.6865,41.88669
3542,-87.6298,41.76893
3543,-87.5527,41.72816
3544,-87.7525,41.96059
3545,-87.6474,41.77976
3546,-87.6731,41.85226
3547,-87.7345,41.93906
3548,-87.7209,41.73498
3549,-87.7832,41.9311
3550,-87.6334,41.81644
3551,-87.6083,41.78043
3552,-87.6321,41.67798
3553,-87.5424,41.7028
3554,-87.6692,41.72124
3555,-87.6527,41.79425
3556,-87.6787,41.87404
3557,-87.6889,41.85203
3558,-87.5468,41.73018
3559,-87.6826,41.99071
3560,-87.6415,41.75074
3561,-87.7497,41.91695
3562,-87.6552,41.7214
3563,-87.5376,41.69193
3564,-87.6486,41.85808
3565,-87.6654,41.89108
3566,-87.6613,41.76866
3567,-87.5929,41.78426
3568,-87.6647,41.8962
3569,-87.7477,41.95994
3570,-87.7594,41.8729
3571,-87.7187,42.0262
3572,-87.6743,41.7977
3573,-87.6852,42.02649
3574,-87.5518,41.75553
3575,-87.6626,41.72477
3576,-87.6524,41.89106
3577,-87.7885,41.93824
3578,-87.5836,41.75873
3579,-87.6994,41.91741
3580,-87.6381,41.70691
3581,-87.5715,41.76611
3582,-87.585,41.73134
3583,-87.5645,41.70979
3584,-87.6327,41.90203
3585,-87.6412,41.83259
3586,-87.6656,41.89092
3587,-87.6403,41.76885
3588,-87.6945,41.90289
3589,-87.6161,41.79826
3590,-87.6604,41.99279
3591,-87.643,41.7089
3592,-87.756,41.90776
3593,-87.6952,41.92153
3594,-87.7007,41.68439
3595,-87.7218,41.74401
3596,-87.7876,41.99175
3597,-87.6992,41.98138
3598,-87.6743,41.79214
3599,-87.7471,42.04412
3600,-87.7424,41.77497
3601,-87.711,41.99251
3602,-87.6995,41.99226
3603,-87.8074,41.95831
3604,-87.699,42.05197
3605,-87.6922,41.97413
3606,-87.6549,41.79596
3607,-87.6396,41.8821
3608,-87.6279,41.89174
3609,-87.6279,41.89158
3610,-87.761,42.06269
3611,-87.6435,41.73721
3612,-87.6437,41.73738
3613,-87.7965,41.95893
3614,-87.8072,41.953
3615,-87.6055,41.75121
3616,-87.7669,41.95329
3617,-87.6282,41.89155
3618,-87.5855,41.75331
3619,-87.5853,41.74414
3620,-87.5518,41.74352
3621,-87.5523,41.74418
3622,-87.7145,42.00936
3623,-87.624,41.7223
3624,-87.6319,41.79626
3625,-87.616,41.79099
3626,-87.5857,41.76048
3627,-87.679,41.87071
3628,-87.7623,41.99535
3629,-87.543,41.64629
3630,-87.7401,41.94895
3631,-87.6373,41.89902
3632,-87.6812,41.87401
3633,-87.6877,41.84485
3634,-87.6599,41.6849
3635,-87.6841,41.70648
3636,-87.8032,41.88676
3637,-87.7659,41.92044
3638,-87.6412,41.87874
3639,-87.6399,41.85022
3640,-87.6454,41.80347
3641,-87.6161,41.79647
3642,-87.7764,41.94034
3643,-87.5857,41.73522
3644,-87.7265,41.91291
3144,-87.6552,41.80337
3145,-87.7669,41.98873
3146,-87.5762,41.7449
3147,-87.6752,41.94882
3148,-87.548,41.74638
3149,-87.6153,41.76375
3150,-87.586,41.74902
3151,-87.6901,42.00327
3152,-87.6848,41.81929
3153,-87.6235,41.84048
3154,-87.7617,41.96975
3155,-87.6873,41.90837
3156,-87.6913,41.96867
3157,-87.7859,41.77402
3158,-87.7051,41.91747
3159,-87.6269,41.85083
3160,-87.6146,41.74575
3161,-87.7498,41.86575
3162,-87.6511,41.75048
3163,-87.6182,41.75099
3164,-87.6902,41.92479
3165,-87.6517,41.95266
3166,-87.5427,41.70269
3167,-87.7214,41.72787
3168,-87.747,42.05181
3169,-87.6056,41.76053
3170,-87.7276,41.8723
3171,-87.7467,41.93343
3172,-87.6849,42.05006
3173,-87.7834,41.90744
3174,-87.7802,41.9819
3175,-87.7434,41.80954
3176,-87.5679,41.73867
3177,-87.6936,41.78288
3178,-87.6155,41.77305
3179,-87.7155,41.8623
3180,-87.6422,41.683
3181,-87.6905,41.97192
3182,-87.6895,41.98149
3183,-87.8016,41.79026
3184,-87.7461,41.90424
3185,-87.7248,41.84939
3186,-87.6833,41.76085
3187,-87.6807,42.04131
3188,-87.6444,41.93797
3189,-87.7067,41.89773
3190,-87.6894,41.9796
3191,-87.6759,41.85044
3192,-87.7651,41.88435
3193,-87.806,41.9145
3194,-87.7244,41.80031
3195,-87.6406,41.72159
3196,-87.6462,41.8965
3197,-87.6281,41.80927
3198,-87.6792,41.86912
3199,-87.6685,41.75947
3200,-87.8217,41.95248
3201,-87.7154,41.96116
3202,-87.6691,41.85781
3203,-87.6662,41.76859
3204,-87.6119,41.77282
3205,-87.6811,41.82877
3206,-87.7659,41.9077
3207,-87.7141,41.99211
3208,-87.691,41.94678
3209,-87.7052,41.94669
3210,-87.6896,41.99218
3211,-87.7667,41.94761
3212,-87.8463,41.97127
3213,-87.6942,42.05711
3214,-87.6209,41.69634
3215,-87.7229,41.78055
3216,-87.6881,42.04101
3217,-87.6769,41.8898
3218,-87.7024,41.74624
3219,-87.6317,41.83987
3220,-87.6411,41.73881
3221,-87.7026,41.932
3222,-87.7313,41.74923
3223,-87.7039,41.74968
3224,-87.7662,41.93851
3225,-87.6526,41.9765
3226,-87.6717,41.692
3227,-87.742,41.77853
3228,-87.6617,41.87763
3229,-87.6927,41.74982
3230,-87.723,41.96095
3231,-87.7468,41.93146
3232,-87.669,41.87404
3233,-87.6292,41.87593
3234,-87.7422,41.78194
3235,-87.6249,41.76907
3236,-87.5664,41.75166
3237,-87.5865,41.76591
3238,-87.6618,41.86929
3239,-87.6139,41.80936
3240,-87.6642,41.78298
3241,-87.7274,41.95067
3242,-87.6255,41.79082
3243,-87.6238,41.72529
3244,-87.7646,41.88014
3245,-87.6728,41.92503
3246,-87.6209,41.68525
3247,-87.575,41.7224
3248,-87.7448,41.87676
3249,-87.6203,41.89665
3250,-87.6328,41.89074
3251,-87.6967,41.89426
3252,-87.686,41.8593
3253,-87.63,41.85274
3254,-87.6844,41.89063
3255,-87.6329,41.87808
3256,-87.6299,41.77991
3257,-87.642,41.68523
3258,-87.6409,41.86987
3259,-87.699,41.97595
3260,-87.6475,41.88159
3261,-87.7553,41.8844
3262,-87.6842,41.794
3263,-87.6066,41.80563
3264,-87.7474,41.95363
3265,-87.54,41.65765
3266,-87.5398,41.65557
3267,-87.693,41.76807
3268,-87.715,41.84992
3269,-87.6945,41.82286
3270,-87.6476,41.70694
3271,-87.6316,41.82375
3272,-87.6331,41.80187
3273,-87.6311,41.79459
3274,-87.6704,41.99815
3275,-87.6773,41.69191
3276,-87.7546,41.96056
3277,-87.677,41.90311
3278,-87.7174,41.90252
3279,-87.687,41.89566
3280,-87.7619,41.8802
3281,-87.7035,41.80076
3282,-87.6665,41.91635
3283,-87.7466,41.93876
3284,-87.6819,41.73542
3285,-87.6569,41.86935
3286,-87.7803,41.92135
3287,-87.696,41.87737
3288,-87.7222,41.93178
3289,-87.625,41.82366
3290,-87.7089,41.94656
3291,-87.6648,41.79748
3292,-87.6082,41.70032
3293,-87.6836,41.77179
3294,-87.6659,41.83778
3295,-87.6931,41.77171
3296,-87.66,41.97823
3297,-87.6789,41.95788
3298,-87.6649,41.80144
3299,-87.6638,41.75919
3300,-87.6747,41.80681
3301,-87.6483,41.91373
3302,-87.6547,41.96534
3303,-87.6444,41.76903
3304,-87.7751,41.90936
3305,-87.6304,41.79244
3306,-87.7377,41.96807
3307,-87.7575,41.96054
3308,-87.7129,41.94663
3309,-87.6926,41.97593
3310,-87.7815,41.77774
3311,-87.6853,41.83033
3312,-87.6453,41.93285
3313,-87.7007,41.69164
3314,-87.6227,41.68539
3315,-87.63,41.77082
3316,-87.6679,41.97165
3317,-87.6963,41.87933
3318,-87.8372,41.98031
3319,-87.6886,42.04132
3320,-87.6247,41.8869
3321,-87.7865,41.94929
3322,-87.766,41.92222
3323,-87.7437,41.82643
3324,-87.7879,41.97935
3325,-87.7657,41.91128
3326,-87.6868,41.82487
3327,-87.7523,42.04
3328,-87.6511,41.94002
3329,-87.666,41.85591
3330,-87.6352,41.87925
3331,-87.6546,41.77954
3332,-87.6245,41.8812
3333,-87.6793,41.96852
3334,-87.5763,41.75882
3335,-87.7263,41.90616
3336,-87.6508,41.83075
3337,-87.718,41.96828
3338,-87.5664,41.77
3339,-87.7543,41.96051
3340,-87.76,41.79271
3341,-87.6549,41.96893
3342,-87.6312,41.89175
3343,-87.6282,41.89339
3344,-87.6431,41.71252
3345,-87.6575,41.96525
3346,-87.6609,41.85234
3347,-87.6585,41.85237
3348,-87.6706,42.01928
3349,-87.6968,41.99048
3350,-87.5566,41.72645
3351,-87.8031,41.85051
3352,-87.739,41.85143
3353,-87.6938,41.70637
3354,-87.8236,41.95243
3355,-87.7635,41.8949
3356,-87.6665,41.77947
3357,-87.5981,41.75143
3358,-87.7581,41.9023
3359,-87.6528,41.92546
3360,-87.7109,41.80809
3361,-87.6429,41.70525
3362,-87.7133,41.96303
3363,-87.6631,41.82326
3364,-87.7587,41.75454
3365,-87.6144,41.72199
3366,-87.6213,41.80938
3367,-87.6195,41.8094
3368,-87.6183,41.80926
3369,-87.6617,41.91065
3370,-87.6468,41.96216
3371,-87.7123,41.83718
3372,-87.727,41.83691
3373,-87.7295,41.8369
3374,-87.6444,41.8887
3375,-87.6443,41.88553
3376,-87.6442,41.88809
3377,-87.694,41.94599
3378,-87.6981,41.94631
3379,-87.6244,41.72186
3380,-87.7435,41.83154
